value,count
"",2864
2016/17:TU4,285
2003/04:TU10,281
2017/18:SoU9,237
2008/09:TU2,233
2005/06:MJU3,212
2005/06:TU5,212
2009/10:SoU1,201
2004/05:SoU10,194
2009/10:UbU8,180
2008/09:SoU13,179
2001/02:TU2,174
2009/10:TU24,160
2008/09:UbU17,151
2018/19:TU5,149
2005/06:SfU1,148
2007/08:TU1,142
2007/08:UbU11,138
2009/10:SfU1,137
2004/05:SfU1,136
2014/15:TU9,135
2016/17:SoU10,134
2001/02:SfU1,132
2005/06:TU1,131
2010/11:SfU1,128
2002/03:SfU1,127
2008/09:SfU1,127
2010/11:TU1,126
2017/18:UbU16,126
2023/24:TU18,126
2009/10:AU2,124
2009/10:SkU26,124
2010/11:SoU9,123
2017/18:SoU8,123
2003/04:SfU1,122
2005/06:SoU1,121
2013/14:SoU10,120
2014/15:SoU7,120
2012/13:TU2,119
2013/14:SfU1,119
2017/18:SkU8,118
2015/16:UbU14,117
2021/22:TU16,117
2013/14:TU20,116
2017/18:SoU13,116
2012/13:SoU13,115
2011/12:UbU14,112
2013/14:UbU12,112
2024/25:TU5,111
2001/02:SoU13,110
2006/07:TU1,109
2007/08:SfU1,109
2004/05:TU1,108
2001/02:SoU1,107
2015/16:UbU15,107
2004/05:MJU10,106
2008/09:AU7,106
2015/16:SoU7,106
2001/02:UbU1,104
2004/05:TU2,104
2010/11:UbU7,104
2007/08:UU9,103
2005/06:SoU17,102
2004/05:FöU5,101
2016/17:SkU22,101
2000/01:TU1,100
2003/04:UU9,100
2012/13:SfU1,99
2014/15:UbU11,99
2008/09:AU2,98
2009/10:SoU11,97
2011/12:TU1,97
2016/17:CU10,97
2017/18:JuU13,97
2003/04:TU1,96
2006/07:SoU8,95
2010/11:SoU4,95
2011/12:SfU1,95
2009/10:SkU27,94
2008/09:SkU25,93
2001/02:TU1,92
2005/06:JuU1,92
2005/06:JuU22,92
2004/05:JuU1,91
2005/06:UbU1,89
2009/10:JuU7,89
2013/14:JuU14,89
2001/02:JuU1,88
2000/01:SfU1,87
2001/02:UbU10,86
2011/12:SkU13,86
2013/14:SoU1,86
2003/04:SoU1,85
2017/18:JuU14,85
2005/06:AU1,84
2010/11:SkU23,83
2012/13:SoU1,83
2016/17:JuU18,83
2017/18:JuU1,83
2003/04:KU13,82
2005/06:NU12,82
2012/13:SkU16,82
2015/16:SkU16,82
2017/18:TU11,82
2008/09:SoU12,81
2014/15:SoU10,81
2000/01:SoU10,80
2003/04:MJU14,80
2013/14:SkU16,80
2009/10:NU25,79
2005/06:UU15,78
2012/13:UbU7,78
2015/16:JuU20,78
2004/05:SoU9,77
2005/06:UbU14,77
2011/12:SoU14,77
2004/05:AU1,76
2008/09:SoU1,76
2017/18:NU12,76
2025/26:SoU17,76
2004/05:UbU1,75
2006/07:UbU8,75
2008/09:SkU23,75
2008/09:UbU15,75
2010/11:SkU22,75
2016/17:SkU26,75
2002/03:TU1,74
2002/03:UbU1,74
2005/06:SkU16,74
2010/11:SoU1,74
2009/10:SkU30,73
2011/12:UbU17,73
2014/15:SoU6,73
2003/04:UbU1,72
2006/07:SfU1,72
2016/17:JuU16,72
2013/14:JuU15,71
2001/02:SkU14,70
2008/09:NU16,70
2009/10:AU5,70
2014/15:SkU16,70
2015/16:JuU18,69
2016/17:JuU1,69
2010/11:AU2,68
2003/04:KrU1,67
2008/09:KU15,67
2013/14:AU2,67
2017/18:SkU12,67
2001/02:KrU1,66
2002/03:TU4,66
2002/03:UbU11,66
2005/06:SoU31,66
2012/13:JuU10,66
2013/14:JuU1,66
2016/17:SoU7,66
2017/18:KU36,66
2001/02:TU10,65
2002/03:JuU1,65
2003/04:UU3,65
2005/06:NU13,65
2012/13:UU8,65
2015/16:SoU8,65
2013/14:SoU12,64
2025/26:MJU10,64
2005/06:JuSoU1,63
2007/08:JuSoU1,63
2007/08:SoU1,63
2008/09:SkU22,63
2010/11:NU20,63
2011/12:SoU1,63
2013/14:NU12,63
2014/15:JuU16,63
2025/26:TU6,63
2003/04:JuU1,62
2014/15:JuU14,62
2017/18:UU14,62
2021/22:TU19,62
2025/26:SoU16,62
2001/02:UU8,61
2002/03:NU8,61
2002/03:SoU3,61
2005/06:SoU5,61
2007/08:MJU14,61
2007/08:NU2,61
2010/11:AU10,61
2015/16:KU16,61
2016/17:TU11,61
2021/22:JuU22,61
2001/02:AU6,60
2005/06:MJU27,60
2005/06:TU13,60
2006/07:JuU1,60
2007/08:SkU18,60
2009/10:UU15,60
2010/11:UbU11,60
2017/18:SfU15,60
2004/05:SoU1,59
2007/08:AU1,59
2008/09:JuU1,59
2015/16:SkU20,59
2024/25:JuU15,59
2004/05:MJU15,58
2005/06:AU3,58
2005/06:JuU14,58
2005/06:SoU22,58
2013/14:CU19,58
2013/14:KU18,58
2014/15:MJU12,58
2017/18:UU11,58
2023/24:JuU16,58
2025/26:UbU8,58
2000/01:SkU14,57
2004/05:AU6,57
2006/07:UbU4,57
2007/08:SoU11,57
2009/10:TU12,57
2010/11:JuU1,57
2013/14:AU6,57
2013/14:TU9,57
2015/16:UU12,57
2016/17:UbU17,57
2017/18:CU16,57
2025/26:SoU22,57
2001/02:NU4,56
2001/02:SkU17,56
2005/06:BoU7,56
2005/06:JuU11,56
2006/07:KrU1,56
2011/12:NU10,56
2012/13:CU8,56
2014/15:NU10,56
2016/17:CU12,56
2000/01:UbU1,55
2002/03:SkU11,55
2003/04:MJU13,55
2003/04:SkU20,55
2004/05:SkU19,55
2004/05:SoU11,55
2008/09:UbU4,55
2009/10:CU8,55
2013/14:UU15,55
2017/18:KU37,55
2017/18:KrU7,55
2017/18:SfU1,55
2021/22:SkU13,55
2003/04:SkU24,54
2005/06:MJU13,54
2007/08:JuU1,54
2008/09:SoU16,54
2011/12:CU16,54
2012/13:MJU12,54
2012/13:SoU11,54
2013/14:SkU17,54
2017/18:CU8,54
2017/18:SkU9,54
2001/02:MJU20,53
2003/04:AU1,53
2003/04:JuU15,53
2004/05:AU8,53
2006/07:MJU12,53
2008/09:SoU17,53
2009/10:UbU13,53
2012/13:AU2,53
2016/17:CU15,53
2023/24:MJU12,53
2025/26:CU12,53
2025/26:CU19,53
2025/26:UbU12,53
2001/02:SkU15,52
2003/04:NU9,52
2003/04:SoU2,52
2005/06:SoU8,52
2007/08:UbU9,52
2008/09:AU9,52
2013/14:SoU22,52
2002/03:SoU1,51
2004/05:SkU20,51
2005/06:MJU18,51
